unidade;tarefa;caminho;status;quant_total;und;fonte
Sobrado 08;Locação e Armação - Pilares - Superior - Casa 08;CASA 08 > PAVIMENTO SUPERIOR - CASA 08 > SUPERESTRUTURA  - SUPERIOR > PILARES - SUPERIOR;aplicado;207,9;kg;soma de 2 itens (1.3.3.2.1.3, 1.3.3.2.1.4)
Sobrado 08;Fôrma - Pilares - Superior - Casa 08;CASA 08 > PAVIMENTO SUPERIOR - CASA 08 > SUPERESTRUTURA  - SUPERIOR > PILARES - SUPERIOR;aplicado;32,68;m²;Montagem e desmontagem de forma para estruturas de concreto armado, em chapa de madeira compensada resinada 14 mm
Sobrado 08;Concretagem- Superior - Casa 08;CASA 08 > PAVIMENTO SUPERIOR - CASA 08 > SUPERESTRUTURA  - SUPERIOR > PILARES - SUPERIOR;aplicado;1,65;m³;Concretagem de estruturas diversas, concreto usinado fck 30 mpa - Transporte, lançamento bombeado, adensamento e acabamento
Sobrado 08;Locação e Armação - Vigas   Superiores (Pav. Superior) - Casa 08;CASA 08 > PAVIMENTO SUPERIOR - CASA 08 > SUPERESTRUTURA  - SUPERIOR > VIGAS  - SUPERIOR;aplicado;329,2;kg;soma de 5 itens (1.3.3.2.2.3, 1.3.3.2.2.4, 1.3.3.2.2.5, 1.3.3.2.2.6, 1.3.3.2.2.7)
Sobrado 08;Fôrma - Vigas  - Vigas Superiores (Pav. Superior) - Casa 08;CASA 08 > PAVIMENTO SUPERIOR - CASA 08 > SUPERESTRUTURA  - SUPERIOR > VIGAS  - SUPERIOR;aplicado;53,28;m²;Montagem e desmontagem de forma para estruturas de concreto armado, em chapa de madeira compensada resinada 14 mm
Sobrado 08;Montagem e escoramento - laje superior (Pav. Superior) - Casa 08;CASA 08 > PAVIMENTO SUPERIOR - CASA 08 > SUPERESTRUTURA  - SUPERIOR > LAJES  - SUPERIOR;aplicado;55,18;m²;Laje treliçada bidirecional c/ eps
Sobrado 08;Armação - laje superior (Pav. Superior) - Casa 08;CASA 08 > PAVIMENTO SUPERIOR - CASA 08 > SUPERESTRUTURA  - SUPERIOR > LAJES  - SUPERIOR;pendente;;;
Sobrado 08;Inst. Embutidas na laje - laje superior (Pav. Superior) - Casa 08;CASA 08 > PAVIMENTO SUPERIOR - CASA 08 > SUPERESTRUTURA  - SUPERIOR > LAJES  - SUPERIOR;pendente;;;
Sobrado 08;Concretagem - Vigas e laje superior (Pav. Superior) - Casa 08;CASA 08 > PAVIMENTO SUPERIOR - CASA 08 > SUPERESTRUTURA  - SUPERIOR > LAJES  - SUPERIOR;aplicado;7,28;m³;soma de 2 itens (1.3.3.2.2.8, 1.3.3.2.3.4)
Sobrado 08;Retirada do escoramento  - laje superior (Pav. Superior) - Casa 08;CASA 08 > PAVIMENTO SUPERIOR - CASA 08 > SUPERESTRUTURA  - SUPERIOR > LAJES  - SUPERIOR;aplicado;55,18;m²;Escoramento para laje
Sobrado 08;Alvenaria de vedação - Superior - Casa 08;CASA 08 > PAVIMENTO SUPERIOR - CASA 08 > VEDAÇÃO   - SUPERIOR;aplicado;149,23;m²;Alvenaria de vedação de blocos cerâmicos furados na horizontal de 11,5x19x24 cm (espessura 11,5 cm) argamassa de assentamento com preparo em betoneira 400 L
Sobrado 08;Alvenaria de vedação - Platibanda - Casa 08;CASA 08 > PAVIMENTO PLATIBANDA E CAIXA D'ÁGUA > SUPERESTRUTURA   - PLATIBANDA > VEDAÇÃO - PLATIBANDA;pendente;;;
Sobrado 08;Locação e Armação - Pilares - Platibanda - Casa 08;CASA 08 > PAVIMENTO PLATIBANDA E CAIXA D'ÁGUA > SUPERESTRUTURA   - PLATIBANDA > PILARES  - PLATIBANDA;pendente;;;
Sobrado 08;Fôrma - Pilares - Platibanda - Casa 08;CASA 08 > PAVIMENTO PLATIBANDA E CAIXA D'ÁGUA > SUPERESTRUTURA   - PLATIBANDA > PILARES  - PLATIBANDA;pendente;;;
Sobrado 08;Concretagem - Platibanda - Casa 08;CASA 08 > PAVIMENTO PLATIBANDA E CAIXA D'ÁGUA > SUPERESTRUTURA   - PLATIBANDA > PILARES  - PLATIBANDA;pendente;;;
Sobrado 08;Locação e Armação - Vigas  Platibanda - Casa 08;CASA 08 > PAVIMENTO PLATIBANDA E CAIXA D'ÁGUA > SUPERESTRUTURA   - PLATIBANDA > VIGAS  - PLATIBANDA;pendente;;;
Sobrado 08;Fôrma - Vigas  - Vigas - Platibanda - Casa 08;CASA 08 > PAVIMENTO PLATIBANDA E CAIXA D'ÁGUA > SUPERESTRUTURA   - PLATIBANDA > VIGAS  - PLATIBANDA;pendente;;;
Sobrado 08;Concretagem - Vigas - Platibanda - Casa 08;CASA 08 > PAVIMENTO PLATIBANDA E CAIXA D'ÁGUA > SUPERESTRUTURA   - PLATIBANDA > VIGAS  - PLATIBANDA;pendente;;;
Sobrado 08;Alvenaria de vedação - Pav. Barrilete - Casa 08;CASA 08 > PAVIMENTO PLATIBANDA E CAIXA D'ÁGUA > SUPERESTRUTURA - PAV. BARRILETE > VEDAÇÃO - PAV. BARRILETE;pendente;;;
Sobrado 08;Locação e Armação - Pilares - Pav. Barrilete - Casa 08;CASA 08 > PAVIMENTO PLATIBANDA E CAIXA D'ÁGUA > SUPERESTRUTURA - PAV. BARRILETE > PILARES  - PAV. BARRILETE;pendente;;;
Sobrado 08;Fôrma - Pilares - Pav. Barrilete - Casa 08;CASA 08 > PAVIMENTO PLATIBANDA E CAIXA D'ÁGUA > SUPERESTRUTURA - PAV. BARRILETE > PILARES  - PAV. BARRILETE;pendente;;;
Sobrado 08;Concretagem - Pav. Barrilete - Casa 08;CASA 08 > PAVIMENTO PLATIBANDA E CAIXA D'ÁGUA > SUPERESTRUTURA - PAV. BARRILETE > PILARES  - PAV. BARRILETE;pendente;;;
Sobrado 08;Locação e Armação - Vigas - Pav. Barrilete - Casa 08;CASA 08 > PAVIMENTO PLATIBANDA E CAIXA D'ÁGUA > SUPERESTRUTURA - PAV. BARRILETE > VIGAS - PAV. BARRILETE;pendente;;;
Sobrado 08;Fôrma - Vigas  - Pav. Barrilete - Casa 08;CASA 08 > PAVIMENTO PLATIBANDA E CAIXA D'ÁGUA > SUPERESTRUTURA - PAV. BARRILETE > VIGAS - PAV. BARRILETE;pendente;;;
Sobrado 08;Concretagem - Vigas - Pav. Barrilete - Casa 08;CASA 08 > PAVIMENTO PLATIBANDA E CAIXA D'ÁGUA > SUPERESTRUTURA - PAV. BARRILETE > VIGAS - PAV. BARRILETE;pendente;;;
Sobrado 08;Chapisco interno - Platibanda - Casa 08;CASA 08 > REVESTIMENTOS ARGAMASSADOS INTERNOS > Pav. Platibanda;aplicado;38,83;m²;Chapisco interno aplicado em alvenarias e estruturas de concreto, com colher de pedreiro. Argamassa traço 1:3 com preparo em betoneira 400 L esp = 5 mm
Sobrado 08;Reboco interno - Platibanda   - Casa 08;CASA 08 > REVESTIMENTOS ARGAMASSADOS INTERNOS > Pav. Platibanda;aplicado;38,83;m²;Reboco interno massa única c/ montagem e desmontagem de andaime para recebimento de pintura, em argamassa traço 1:6, preparo betoneira 400 L, aplicada manualmente em faces de paredes, espessura de 20 mm, com execução de taliscas.
Sobrado 08;Requadro - Platibanda  - Casa 08;CASA 08 > REVESTIMENTOS ARGAMASSADOS INTERNOS > Pav. Platibanda;aplicado;60,54;m;Requadro de platibanda
Sobrado 08;Chapisco interno - Superior - Casa 08;CASA 08 > REVESTIMENTOS ARGAMASSADOS INTERNOS > Pav. Superior;aplicado;190,7;m²;Chapisco interno aplicado em alvenarias e estruturas de concreto, com colher de pedreiro. Argamassa traço 1:3 com preparo em betoneira 400 L esp = 5 mm
Sobrado 08;Reboco interno - Superior - Casa 08;CASA 08 > REVESTIMENTOS ARGAMASSADOS INTERNOS > Pav. Superior;aplicado;134,1;m²;Reboco interno massa única c/ montagem e desmontagem de andaime para recebimento de pintura, em argamassa traço 1:6, preparo betoneira 400 L, aplicada manualmente em faces de paredes, espessura de 20 mm, com execução de taliscas.
Sobrado 08;Regularização com argamassa do piso -  Superior - Casa 08;CASA 08 > REVESTIMENTOS ARGAMASSADOS INTERNOS > Pav. Superior;aplicado;49,15;m²;Contrapiso em argamassa traço 1:4 (cimento e areia grossa), preparo mecânico em betoneira aplicado em lajes ou lastro de concreto, incluso taliscamento - espessura = 2 cm
Sobrado 08;Requadro de vãos - Superior - Casa 08;CASA 08 > REVESTIMENTOS ARGAMASSADOS INTERNOS > Pav. Superior;aplicado;62,3;m;Requadro de vãos, portas e janelas
Sobrado 08;Chapisco interno - Térreo - Casa 08;CASA 08 > REVESTIMENTOS ARGAMASSADOS INTERNOS > Pav. Térreo;aplicado;173,2;m²;Chapisco interno aplicado em alvenarias e estruturas de concreto, com colher de pedreiro. Argamassa traço 1:3 com preparo em betoneira 400 L esp = 5 mm
Sobrado 08;Reboco interno - Térreo - Casa 08;CASA 08 > REVESTIMENTOS ARGAMASSADOS INTERNOS > Pav. Térreo;aplicado;139,9;m²;Reboco interno massa única c/ montagem e desmontagem de andaime para recebimento de pintura, em argamassa traço 1:6, preparo betoneira 400 L, aplicada manualmente em faces de paredes, espessura de 20 mm, com execução de taliscas.
Sobrado 08;Lastro de Concreto magro do piso -  Térreo - Casa 08;CASA 08 > REVESTIMENTOS ARGAMASSADOS INTERNOS > Pav. Térreo;aplicado;79,19;m²;Lastro de concreto para piso ou radiers
Sobrado 08;Regularização com argamassa do piso -  Térreo - Casa 08;CASA 08 > REVESTIMENTOS ARGAMASSADOS INTERNOS > Pav. Térreo;aplicado;79,19;m²;Contrapiso em argamassa traço 1:4 (cimento e areia grossa), preparo mecânico em betoneira aplicado em lajes ou lastro de concreto, incluso taliscamento - espessura = 2 cm
Sobrado 08;Requadro de vãos - Térreo - Casa 08;CASA 08 > REVESTIMENTOS ARGAMASSADOS INTERNOS > Pav. Térreo;aplicado;39,1;m;Requadro de vãos, portas e janelas
Sobrado 08;Chapisco externo - Geral - Casa 08;CASA 08 > REVESTIMENTOS ARGAMASSADOS EXTERNOS > Geral;aplicado;228,72;m²;soma de 2 itens (1.3.2.5.2.1, 1.3.3.4.2.1)
Sobrado 08;Reboco externo - Geral  - Casa 08;CASA 08 > REVESTIMENTOS ARGAMASSADOS EXTERNOS > Geral;aplicado;228,72;m²;soma de 2 itens (1.3.2.5.2.2, 1.3.3.4.2.2)
Sobrado 08;Requadro de vigas e lajes - Geral - Casa 08;CASA 08 > REVESTIMENTOS ARGAMASSADOS EXTERNOS > Geral;aplicado;32,28;m;soma de 2 itens (1.3.2.5.2.5, 1.3.3.4.2.3)
Sobrado 08;Lastro de Concreto magro do piso - Externo - Casa 08;CASA 08 > REVESTIMENTOS ARGAMASSADOS EXTERNOS > Geral;aplicado;11,48;m²;Lastro de concreto para piso ou radiers
Sobrado 08;Regularização com argamassa do piso - Externo - Casa 08;CASA 08 > REVESTIMENTOS ARGAMASSADOS EXTERNOS > Geral;pendente;;;
Sobrado 08;Eletrodutos e chumbamento caixinhas de luz - Superior - Casa 08;CASA 08 > INSTALAÇÕES ELÉTRICAS > Superior;pendente;;;
Sobrado 08;Fiação - Superior - Casa 08;CASA 08 > INSTALAÇÕES ELÉTRICAS > Superior;pendente;;;
Sobrado 08;Módulos e Quadro e disjuntores - Superior - Casa 08;CASA 08 > INSTALAÇÕES ELÉTRICAS > Superior;pendente;;;
Sobrado 08;Acabamentos - Elétrica - Superior - Casa 08;CASA 08 > INSTALAÇÕES ELÉTRICAS > Superior;pendente;;;
Sobrado 08;Eletrodutos e chumbamento caixinhas de luz - Térreo - Casa 08;CASA 08 > INSTALAÇÕES ELÉTRICAS > Térreo;pendente;;;
Sobrado 08;Eletrodutos e chumbamento caixinhas de luz - Externo - Casa 08;CASA 08 > INSTALAÇÕES ELÉTRICAS > Térreo;pendente;;;
Sobrado 08;Fiação - Térreo - Casa 08;CASA 08 > INSTALAÇÕES ELÉTRICAS > Térreo;pendente;;;
Sobrado 08;Módulos e Quadro e disjuntores - Térreo - Casa 08;CASA 08 > INSTALAÇÕES ELÉTRICAS > Térreo;pendente;;;
Sobrado 08;Fiação - Térreo - Externo - Casa 08;CASA 08 > INSTALAÇÕES ELÉTRICAS > Térreo;pendente;;;
Sobrado 08;Acabamentos - Elétrica - Térreo - Casa 08;CASA 08 > INSTALAÇÕES ELÉTRICAS > Térreo;pendente;;;
Sobrado 08;Passagem de tubulação - Hidro-  Superior - Casa 08;CASA 08 > INSTALAÇÕES HIDRAULICAS > Pav. Superior;pendente;;;
Sobrado 08;Passagem de tubulação - Hidro-  Térreo - Casa 08;CASA 08 > INSTALAÇÕES HIDRAULICAS > Pav. Térreo;pendente;;;
Sobrado 08;Passagem de tubulação - Hidráulica - Externo - Casa 08;CASA 08 > INSTALAÇÕES HIDRAULICAS > Pav. Térreo;pendente;;;
Sobrado 08;Passagem de tubulação - Reservatório - Casa 08;CASA 08 > INSTALAÇÕES HIDRAULICAS > Pav. Cobertura;pendente;;;
Sobrado 08;Passagem de tubulação - Sanitária - Superior - Casa 08;CASA 08 > INSTALAÇÕES SANITÁRIAS E PLUVIAIS > Pav. Superior;pendente;;;
Sobrado 08;Passagem de tubulação - Sanitária - Térreo - Interno - Casa 08;CASA 08 > INSTALAÇÕES SANITÁRIAS E PLUVIAIS > Pav. Térreo;pendente;;;
Sobrado 08;Passagem de tubulação -Sanitária - Térreo - Externo - Casa 08;CASA 08 > INSTALAÇÕES SANITÁRIAS E PLUVIAIS > Pav. Térreo;pendente;;;
Sobrado 08;Caixas de passagem - Térreo - Casa 08;CASA 08 > INSTALAÇÕES SANITÁRIAS E PLUVIAIS > Pav. Térreo;pendente;;;
Sobrado 08;Passagem de tubulação - Pluvial - Casa 08;CASA 08 > INSTALAÇÕES SANITÁRIAS E PLUVIAIS > Pav. Cobertura;pendente;;;
Sobrado 08;Tubulação Pós-calha - pluvial - Casa 08;CASA 08 > INSTALAÇÕES SANITÁRIAS E PLUVIAIS > Pav. Cobertura;pendente;;;
Sobrado 08;Instalações de gás - Casa 08;CASA 08 > INSTALAÇÕES DE GÁS;aplicado;1;und;Fornecimento e instalação de ponto de gás
Sobrado 08;Instalações frigorigenas - Superior - Casa 08;CASA 08 > INSTALAÇÕES FRIGORIGENAS > Superior;pendente;;;
Sobrado 08;Instalações frigorigenas - Térreo - Casa 08;CASA 08 > INSTALAÇÕES FRIGORIGENAS > Térreo;pendente;;;
Sobrado 08;Impermeabilização de áreas molhadas - Internas - Superior - Casa 08;CASA 08 > IMPERMEABILIZAÇÃO > Superior;pendente;;;
Sobrado 08;Impermeabilização de áreas molhadas - Internas - Térreo - Casa 08;CASA 08 > IMPERMEABILIZAÇÃO > Térreo;pendente;;;
Sobrado 08;Montagem estrutura metálica - Casa 08;CASA 08 > COBERTURA;aplicado;89,74;m²;Fornecimento de estrutura para telhado
Sobrado 08;Calha - Casa 08;CASA 08 > COBERTURA;aplicado;23,92;m;Fornecimento e instalação de calha ( Zinco )
Sobrado 08;Telhamento - Casa 08;CASA 08 > COBERTURA;aplicado;89,74;m²;Mão de obra para execução de cobertura e telhamento
Sobrado 08;Rufo - Casa 08;CASA 08 > COBERTURA;aplicado;57,33;m;Fornecimento e instalação de rufos
Sobrado 08;Pingadeiras - Casa 08;CASA 08 > COBERTURA;aplicado;60,54;m;Fornecimento e instalação de pingadeira de concreto
Sobrado 08;Porcelanato de parede e piso - Áreas molhadas - Superior - Casa 08;CASA 08 > ACABAMENTOS > SUPERIOR;aplicado;56,5;m²;Fornecimento e instalação de porcelanato de parede
Sobrado 08;Forro de gesso - Interno - Superior - Casa 08;CASA 08 > ACABAMENTOS > SUPERIOR;aplicado;54,75;m²;Forro de gesso acartonado tabicado - fornecimento e instalação
Sobrado 08;Emassamento, lixamento e 1ª demão - Interno - Superior - Casa 08;CASA 08 > ACABAMENTOS > SUPERIOR;aplicado;134,1;m²;Aplicação manual de pintura em parede com tinta branco neve toque de seda suvinil e massa PVA
Sobrado 08;Peitoris - Superior - Casa 08;CASA 08 > ACABAMENTOS > SUPERIOR;aplicado;9,07;m;Instalação de soleiras e peitoris
Sobrado 08;Porcelanato de piso + rodapé - Interno - Superior - Casa 08;CASA 08 > ACABAMENTOS > SUPERIOR;aplicado;53,41;m²;Fornecimento e instalação de porcelanato de piso interno
Sobrado 08;Soleiras - Superior - Casa 08;CASA 08 > ACABAMENTOS > SUPERIOR;aplicado;4,8;m;Instalação de soleiras e peitoris
Sobrado 08;Bancadas - Superior - Casa 08;CASA 08 > ACABAMENTOS > SUPERIOR;aplicado;3,15;m;Instalação de bancadas
Sobrado 08;Esquadrias de alumínio - Superior - Casa 08;CASA 08 > ACABAMENTOS > SUPERIOR;aplicado;1;VB;Fornecimento e instalação de esquadrias de aluminio e vidro temperado
Sobrado 08;Portas - Superior - Casa 08;CASA 08 > ACABAMENTOS > SUPERIOR;aplicado;6;UN;Fornecimento e instalação de porta de pvc kit pronto tamanho 80 cm abrir (incluso dobradiças, fechadura)
Sobrado 08;Luminárias internas - Superior - Casa 08;CASA 08 > ACABAMENTOS > SUPERIOR;pendente;;;
Sobrado 08;Louças e Metais - Superior - Casa 08;CASA 08 > ACABAMENTOS > SUPERIOR;pendente;;;
Sobrado 08;Pintura final  (retoques) - Superior - Casa 08;CASA 08 > ACABAMENTOS > SUPERIOR;aplicado;134,1;m²;Aplicação manual de pintura em parede com tinta branco neve toque de seda suvinil e massa PVA
Sobrado 08;Porcelanato de parede e piso - Áreas molhadas - Térreo - Casa 08;CASA 08 > ACABAMENTOS > TÉRREO;pendente;;;
Sobrado 08;Forro de gesso - Interno - Casa 08;CASA 08 > ACABAMENTOS > TÉRREO;aplicado;78,81;m²;Forro de gesso acartonado tabicado - fornecimento e instalação
Sobrado 08;Porcelanato de parede-  cozinha - Térreo - Casa 08;CASA 08 > ACABAMENTOS > TÉRREO;pendente;;;
Sobrado 08;Porcelanato de piso + rodapé - Interno - Térreo - Casa 08;CASA 08 > ACABAMENTOS > TÉRREO;aplicado;43,05;m²;Fornecimento e instalação de porcelanato de piso interno
Sobrado 08;Emassamento, lixamento e 1ª demão - Interno - Casa 08;CASA 08 > ACABAMENTOS > TÉRREO;aplicado;139,9;m²;soma de 2 itens (1.3.2.8.1.1.1, 1.3.2.8.1.1.2)
Sobrado 08;Peitoris - Térreo - Casa 08;CASA 08 > ACABAMENTOS > TÉRREO;aplicado;3,3;m;Instalação de soleiras e peitoris
Sobrado 08;Soleiras - Térreo - Casa 08;CASA 08 > ACABAMENTOS > TÉRREO;aplicado;5,7;m;Instalação de soleiras e peitoris
Sobrado 08;Bancadas - Térreo - Casa 08;CASA 08 > ACABAMENTOS > TÉRREO;aplicado;6,6;m;Instalação de bancadas
Sobrado 08;Esquadrias de alumínio - Térreo - Casa 08;CASA 08 > ACABAMENTOS > TÉRREO;aplicado;1;VB;Fornecimento e instalação de esquadrias de aluminio e vidro temperado
Sobrado 08;Portas - Térreo - Casa 08;CASA 08 > ACABAMENTOS > TÉRREO;aplicado;1;UN;Fornecimento e instalação de porta de pvc kit pronto tamanho 70 cm abrir (incluso dobradiças, fechadura)
Sobrado 08;Portão de muro  - Casa 08;CASA 08 > ACABAMENTOS > TÉRREO;pendente;;;
Sobrado 08;Luminárias internas -  Térreo - Casa 08;CASA 08 > ACABAMENTOS > TÉRREO;pendente;;;
Sobrado 08;Porcelanato de piso - Externo - Térreo  - Casa 08;CASA 08 > ACABAMENTOS > TÉRREO;aplicado;39,88;m²;Fornecimento e instalação de porcelanato de piso externo
Sobrado 08;Louças e Metais - Térreo - Casa 08;CASA 08 > ACABAMENTOS > TÉRREO;pendente;;;
Sobrado 08;Pintura final  (retoques) - Térreo - Casa 08;CASA 08 > ACABAMENTOS > TÉRREO;aplicado;139,9;m²;soma de 2 itens (1.3.2.8.1.1.1, 1.3.2.8.1.1.2)
Sobrado 08;Ripado em alumínio - Fachada - Casa 08;CASA 08 > FACHADA;pendente;;;
Sobrado 08;Pintura externa - Casa 08;CASA 08 > FACHADA;aplicado;267,55;m²;soma de 5 itens (1.3.2.8.2.1.1, 1.3.2.8.2.1.2, 1.3.3.7.2.1.1, 1.3.3.7.2.1.2, 1.3.4.4.1.1.1)
Sobrado 08;Luminárias externas - Casa 08;CASA 08 > FACHADA;pendente;;;
Sobrado 08;Churrasqueira com chaminé  - Casa 08;CASA 08 > DIVERSOS;aplicado;1;un;Fornecimento e instalação de churrasqueira (casas)
Sobrado 08;Passeio Publico - Casa 08;CASA 08 > PAVIMENTAÇÃO E PAISAGISMO;pendente;;;
Sobrado 08;Pedra de piso - Degraus  - Casa 08;CASA 08 > PAVIMENTAÇÃO E PAISAGISMO;pendente;;;
Sobrado 08;Paisagismo  - Casa 08;CASA 08 > PAVIMENTAÇÃO E PAISAGISMO;pendente;;;
Sobrado 08;Limpeza final da obra - Casa 08;CASA 08 > LIMPEZA DA OBRA;pendente;;;
Sobrado 09;Locação de obra - Casa 09;CASA 09 > INFRAESTRUTURA  - CASA 09 > LOCAÇÃO DE OBRA;pendente;;;
Sobrado 09;Escavação - Estacas - Casa 09;CASA 09 > INFRAESTRUTURA  - CASA 09 > ESTACAS;aplicado;157;m;Escavação de estacas mecanizada (d=30 cm)
Sobrado 09;Armação  - Estacas - Casa 09;CASA 09 > INFRAESTRUTURA  - CASA 09 > ESTACAS;pendente;;;
Sobrado 09;Concretagem  - Estacas - Casa 09;CASA 09 > INFRAESTRUTURA  - CASA 09 > ESTACAS;pendente;;;
Sobrado 09;Escavação - Blocos - Casa 09;CASA 09 > INFRAESTRUTURA  - CASA 09 > BLOCOS;aplicado;5,8;m³;Escavação manual de vala - profundidade até 1,5 m
Sobrado 09;Locação e Montagem - Armação  - Blocos - Casa 09;CASA 09 > INFRAESTRUTURA  - CASA 09 > BLOCOS;pendente;;;
Sobrado 09;Concretagem Blocos  - Blocos - Casa 09;CASA 09 > INFRAESTRUTURA  - CASA 09 > BLOCOS;pendente;;;
Sobrado 09;Reaterro bloco de coroamento  - Blocos - Casa 09;CASA 09 > INFRAESTRUTURA  - CASA 09 > BLOCOS;aplicado;2,6;m³;Reaterro de vala com compactação manual
Sobrado 09;Escavação e Lastro de concreto - Casa 09;CASA 09 > INFRAESTRUTURA  - CASA 09 > VIGA BALDRAME;pendente;;;
Sobrado 09;Forma e Montagem de armação - Viga Baldrame - Casa 09;CASA 09 > INFRAESTRUTURA  - CASA 09 > VIGA BALDRAME;pendente;;;
Sobrado 09;Passagem de tubulação - Viga Baldrame - Casa 09;CASA 09 > INFRAESTRUTURA  - CASA 09 > VIGA BALDRAME;pendente;;;
Sobrado 09;Concretagem Baldrame - Viga Baldrame - Casa 09;CASA 09 > INFRAESTRUTURA  - CASA 09 > VIGA BALDRAME;aplicado;2,36;m³;Concretagem de estruturas diversas, concreto usinado fck 30 mpa - Transporte, lançamento bombeado, adensamento e acabamento
Sobrado 09;Desforma Baldrame - Viga Baldrame - Casa 09;CASA 09 > INFRAESTRUTURA  - CASA 09 > VIGA BALDRAME;aplicado;40,13;m²;Montagem e desmontagem de forma para estruturas de concreto armado, em chapa de madeira compensada resinada 14 mm
Sobrado 09;Impermeabilização com tinta asfáltica - Viga Baldrame - Casa 09;CASA 09 > INFRAESTRUTURA  - CASA 09 > VIGA BALDRAME;aplicado;36,1;m²;Impermeabilização de estruturas com tinta asfáltica, duas demãos
Sobrado 09;Aterro da baldrame e compactação - Casa 09;CASA 09 > INFRAESTRUTURA  - CASA 09 > MOVIMENTAÇÃO DE TERRA;pendente;;;
Sobrado 09;Locação e Armação - Pilares - Térreo - Casa 09;CASA 09 > PAVIMENTO TÉRREO > SUPERESTRUTURA  - TÉRREO > PILARES - TÉRREO;aplicado;389,4;kg;soma de 2 itens (1.3.2.3.1.3, 1.3.2.3.1.4)
Sobrado 09;Fôrma - Pilares - Térreo - Casa 09;CASA 09 > PAVIMENTO TÉRREO > SUPERESTRUTURA  - TÉRREO > PILARES - TÉRREO;aplicado;50,25;m²;Montagem e desmontagem de forma para estruturas de concreto armado, em chapa de madeira compensada resinada 14 mm
Sobrado 09;Concretagem- Térreo - Casa 09;CASA 09 > PAVIMENTO TÉRREO > SUPERESTRUTURA  - TÉRREO > PILARES - TÉRREO;aplicado;2,59;m³;Concretagem de estruturas diversas, concreto usinado fck 30 mpa - Transporte, lançamento bombeado, adensamento e acabamento
Sobrado 09;Locação e Armação - Vigas   Superiores (Pav. Térreo) - Casa 09;CASA 09 > PAVIMENTO TÉRREO > SUPERESTRUTURA  - TÉRREO > VIGAS  - TÉRREO;aplicado;726,2;kg;soma de 6 itens (1.3.2.3.2.3, 1.3.2.3.2.4, 1.3.2.3.2.5, 1.3.2.3.2.6, 1.3.2.3.2.7, 1.3.2.3.2.8)
Sobrado 09;Fôrma - Vigas  - Vigas Superiores (Pav. Térreo) - Casa 09;CASA 09 > PAVIMENTO TÉRREO > SUPERESTRUTURA  - TÉRREO > VIGAS  - TÉRREO;aplicado;98,09;m²;Montagem e desmontagem de forma para estruturas de concreto armado, em chapa de madeira compensada resinada 14 mm
Sobrado 09;Montagem e escoramento - laje superior (Pav. Térreo) - Casa 09;CASA 09 > PAVIMENTO TÉRREO > SUPERESTRUTURA  - TÉRREO > LAJES  - TÉRREO;aplicado;47,07;m²;Laje treliçada bidirecional c/ eps
Sobrado 09;Armação - laje superior (Pav. Térreo) - Casa 09;CASA 09 > PAVIMENTO TÉRREO > SUPERESTRUTURA  - TÉRREO > LAJES  - TÉRREO;aplicado;8;kg;Armação, corte e dobra de aço CA-50, diâmetro de 6,3 mm, utilizado em estruturas diversas
Sobrado 09;Inst. Embutidas na laje - laje superior (Pav. Térreo) - Casa 09;CASA 09 > PAVIMENTO TÉRREO > SUPERESTRUTURA  - TÉRREO > LAJES  - TÉRREO;pendente;;;
Sobrado 09;Concretagem - Vigas e laje superior (Pav. Térreo) - Casa 09;CASA 09 > PAVIMENTO TÉRREO > SUPERESTRUTURA  - TÉRREO > LAJES  - TÉRREO;aplicado;10,06;m³;soma de 2 itens (1.3.2.3.2.9, 1.3.2.3.3.4)
